"ID_Auftrag"	"Kunde"	"Datum"	"Nr"	"Betrag"	"Neu"	"Notiz"
7859	2575	21.06.13	22569	18.5		
7860	2552	21.06.13	22567	9		
7861	2576	21.06.13	22565	62.4		
7862	2577	19.08.13	22591	10.95		
7863	2578	24.06.13	22586	15.8		
7864	1579	24.06.13	22585	5		
7865	711	25.06.13	22595	12.95		
7866	2579	25.06.13	22593	8		
7867	500	25.06.13	22592	16.8		
7868	2580	26.06.13	22596	14.95		
7869	982	26.06.13	22590	11.95		
7870	689	26.06.13	22589	52.85		
7871	1488	27.06.13	22600	10.95		
7872	2581	27.06.13	22599	23.9		
7873	94	27.06.13	22598	27.9		
7874	2569	27.06.13	22597	5		
7875	2582	28.06.13	22613	5		
7876	2583	28.06.13	22611	11.95		
7877	2584	28.06.13	22605	11.8		
7878	846	28.06.13	22603	15.95		
7879	2585	28.06.13	22481	99.8		
7880	462	01.07.13	22607	23.9		
7881	2586	01.07.13	22588	52.8		
7882	2286	02.07.13	22604	4		
7883	358	02.07.13	22602	33.85		
7884	209	02.07.13	22540	77.35	"Hose"	
7885	414	03.07.13	22618	6		
7886	390	03.07.13	22601	66.2		
7887	2551	04.07.13	22629	8		
7888	1878	04.07.13	22624	10.95		
7889	2355	04.07.13	22619	17.8		
7890	2500	04.07.13	22610	32.5		
7891	683	04.07.13	22608	22.9		
7892	5	05.07.13	22633	10.95		
7893	2038	05.07.13	22626	11.95		
7894	1092	05.07.13	22625	18.45		
7895	388	05.07.13	22622	23.9		
7896	462	05.07.13	22621	8.5		
7897	2587	08.07.13	22630	19.45		
7898	373	08.07.13	22623	16.9		
7899	2110	08.07.13	22612	10		
7900	1788	09.07.13	22634	14.8		
7901	707	09.07.13	22631	12.5		
7902	2588	10.07.13	22632	11.95		
7903	1630	10.07.13	22628	14.9		
7904	473	10.07.13	22617	16.8		
7905	2407	11.07.13	22649	10.95		
7906	173	11.07.13	22647	28.5		
7907	702	11.07.13	22641	10.95		
7908	2589	11.07.13	22640	16.7		
7909	699	11.07.13	22638	13.5		
7910	830	11.07.13	22635	99.8		
7911	2241	12.07.13	22652	24.8		
7912	543	12.07.13	22648	23.55		
7913	2590	12.07.13	22646	11.95		
7914	270	12.07.13	22644	8.9		
7915	1212	12.07.13	22643	21.9		
7916	1280	12.07.13	22642	9		
7917	2591	12.07.13	22639	51.9		
7918	391	15.07.13	22653	8.5		
7919	1682	15.07.13	22650	30.85		
7920	830	16.07.13	22658	20.9		
7921	33	16.07.13	22657	8.9		
7922	2592	16.07.13	22654	21.9		
7923	2593	16.07.13	22651	37.3		
7924	684	17.07.13	22660	14.8		
7925	2274	18.07.13	22672	4		
7926	2231	18.07.13	22670	7		
7927	2319	18.07.13	22662	30		
7928	2594	18.07.13	22656	39.7		
7929	2595	19.07.13	22687	11.95		
7930	2226	19.07.13	22684	16.95		
7931	2055	19.07.13	22682	13.95		
7932	947	19.07.13	22681	29.9		
7933	2596	19.07.13	22680	11.95		
7934	2147	19.07.13	22679	8.6		
7935	2252	19.07.13	22678	10		
7936	2597	19.07.13	22677	10.95		
7937	211	19.07.13	22675	18.4		
7938	462	19.07.13	22674	36.7		
7939	2598	19.07.13	22673	10.95		
7940	2599	19.07.13	22671	6		
7941	2600	19.07.13	22669	19.95		
7942	2356	19.07.13	22664	10.95		
7943	2213	19.07.13	22663	20		
7944	2601	01.08.13	22614	5		
7945	107	05.08.13	22688	5		
7946	2602	06.08.13	22691	23.9		
7947	2358	07.08.13	22703	7.8		
7948	2241	07.08.13	22694	16.4		
7949	241	07.08.13	22692	14		
7950	2304	07.08.13	22685	9.8		
7951	1283	08.08.13	22708	10		
7952	2603	08.08.13	22707	10.95		
7953	174	08.08.13	22693	22.8		
7954	1903	09.08.13	22716	15		
7955	1057	09.08.13	22715	10.95		
7956	1098	09.08.13	22711	8		
7957	208	09.08.13	22705	11.5		
7958	1469	09.08.13	22700	7.75		
7959	416	09.08.13	22696	11.95		
7960	1545	09.08.13	22695	11.95		
7961	2604	12.08.13	22721	11.95		
7962	699	12.08.13	22719	5.5		
7963	1851	12.08.13	22709			
7964	1806	12.08.13	22698	6.5		
7965	2262	12.08.13	22655	6		
7966	2605	13.08.13	22676	11.9		
7967	2600	13.08.13	22668	51.5		
7968	1482	14.08.13	22732	18.9		
7969	462	14.08.13	22728	26.95		
7970	1485	14.08.13	22727	21.9		
7971	2470	14.08.13	22726	18.9		
7972	1634	14.08.13	22725	9.5		
7973	543	14.08.13	22724	11.95		
7974	131	14.08.13	22699	10		
7975	2481	14.08.13	22690	31.4		
7976	94	15.08.13	22753	7		
7977	2105	15.08.13	22744	9.6		
7978	2606	15.08.13	22738	8.9		
7979	2510	15.08.13	22737	11.5		
7980	1904	15.08.13	22734	37.8		
7981	1490	15.08.13	22627	9		
7982	384	15.08.13	22722	14.8		
7983	356	15.08.13	22728	14.95		
7984	356	15.08.13		59.95		"gekauft"
7985	2163	16.08.13	22757	10.95		
7986	462	16.08.13	22755	19.5		
7987	1270	16.08.13	22751	4.5		
7988	1485	16.08.13	22749	11.5		
7989	1177	16.08.13	22747	8		
7990	2607	16.08.13	22743	29.4		
7991	2358	16.08.13	22730	23.3		
7992	2159	16.08.13	22729	21.9		
7993	193	16.08.13	22717	10		
7994	2585	16.08.13	22615	16.9		
7995	2608	19.08.13	22758	14.8		
7996	1777	19.08.13	22752	9.8		
7997	631	19.08.13	22748	13.9		
7998	1075	19.08.13	22740	26.8		
7999	2609	19.08.13	22723	16.95		
8000	2262	19.08.13	22739	6		
8001	2551	20.08.13	22761	10.95		
8002	447	20.08.13	22756	68.55		
8003	2319	20.08.13	22746	8.5		
8004	1227	20.08.13	22742	15.95		
8005	414	21.08.13	22765	4.8		
8006	2610	21.08.13	22764	10.95		
8007	2078	21.08.13	22762	10.95		
8008	2511	21.08.13	22760	48		
8009	464	22.08.13	22768	10.95		
8010	1041	22.08.13	22766	10.95		
8011	1470	22.08.13	22706	16.85		
8012	1211	23.08.13	22775	10		
8013	2409	23.08.13	22770	9.5		
8014	2611	23.08.13	22767	11.95		
8015	2612	23.08.13	22759	56.7		
8016	2529	23.08.13	22786	8		
8017	2613	26.08.13	22775	22		
8018	2274	26.08.13	22774	14.95		
8019	1712	26.08.13	22769	36.8		
8020	2614	27.08.13	22781	37.95		
8021	209	27.08.13	22778	12		
8022	1064	27.08.13	22777	18.9		
8023	987	28.08.13	22785	16.8		
8024	1634	29.08.13	22805	8.5		
8025	33	29.08.13	22804	8.9		
8026	983	29.08.13	22796	9		
8027	447	29.08.13	22794	14.5		
8028	464	29.08.13	22793	21.9		
8029	94	29.08.13	22792	14.8		
8030	2615	29.08.13	22790	9.5		
8031	2616	29.08.13	22787	50.8		
8032	513	29.08.13	22783	10		
8033	2594	29.08.13	22773	14.8		
8034	835	30.08.13	22818	10		
8035	2381	30.08.13	22812	10.95		
8036	2617	30.08.13	22809	13.8		
8037	173	30.08.13	22802	1		
8038	2618	30.08.13	22800	21.9		
8039	2499	30.08.13	22799	14.8		
8040	91	30.08.13	22798	6		
8041	1986	30.08.13	22795	8		
8042	2458	30.08.13	22791	12.5		
8043	2619	30.08.13	22788	10.95		
8044	712	30.08.13	22780	31.7		
8045	33	02.09.13	22813	8.9		
8046	1429	02.09.13	22808	10.95		
8047	1302	02.09.13	22807	9		
8048	2301	02.09.13	22803	4.8		
8049	939	02.09.13	22801	19.45		
8050	367	02.09.13	22797	27.5		
8051	2620	03.09.13	22810	13.8		
8052	2013	03.09.13	22806	41.75		
8053	2619	04.09.13	22817	10.95		
8054	723	04.09.13	22814	8.9		
8055	464	04.09.13	22811	10.95		
8056	899	05.09.13	22763	26.9		
8057	33	06.09.13	22831	8.6		
8058	1280	06.09.13	22826	13.5		
8059	2621	06.09.13	22824	79.6		
8060	2622	06.09.13	22823	10.95		
8061	2623	06.09.13	22822	14.8		
8062	107	06.09.13	22821	10.95		
8063	2267	06.09.13	22819	15.95		
8064	372	09.09.13	22828	21.9		
8065	793	09.09.13	22827	10		
8066	1967	09.09.13	22689	65.25		
8067	2	09.09.13	22832	14.8		
8068	2624	10.09.13	22829	26.7		
8069	2479	11.09.13	22825	13.95		
8070	1958	12.09.13	22840	10.95		
8071	2227	12.09.13	22837	24.9		
8072	529	12.09.13	22833	52.3		
8073	437	12.09.13	22830	22.9		
8074	193	13.09.13	22839	10		
8075	1057	13.09.13	22834	13.9		
8076	62	16.09.13	22850	4.5		
8077	1679	16.09.13	22848	14.95		
8078	680	16.09.13	22845	9.5		
8079	957	16.09.13	22836	23.45		
8080	675	16.09.13	22835	5		
8081	2057	17.09.13	22843	10.95		
8082	1615	17.09.13	22842	24.9		
8083	944	17.09.13	22841	8.6		
8084	2625	18.09.13	22849	21.95		
8085	2465	19.09.13	22849	10.95		
8086	807	19.09.13	22862	5.5		
8087	2618	02.09.13		13		"gekauft"
8088	1980	17.09.13		145		"gekauft"
8089	1924	19.09.13	22864	16.45		
8090	2626	19.09.13	22859	11.95		
8091	2619	19.09.13	22852	13.95		
8092	2627	20.09.13	22868	22.5		
8093	297	20.09.13	22863	34.8		
8094	2628	20.09.13	22858	11.95		
8095	2629	20.09.13	22857	29.8		
8096	2296	20.09.13	22855	26.8		
8097	2558	20.09.13	22846	8.9		
8098	463	20.09.13	22815	9.5		
8099	2630	20.09.13	22686	8		
8100	2625	23.09.13	22869	9.5		
8101	483	23.09.13	22853	24.8		
8102	1676	23.09.13	22844	29.4		
8103	270	24.09.13	22871	20		
8104	1645	24.09.13	22865	55.7		
8105	1562	25.09.13	22873	37.8		
8106	2139	25.09.13	22872	10		
8107	2631	25.09.13	22870	33.1		
8108	469	26.09.13	22876	5		
8109	2632	26.09.13	22874	27.8		
8110	2278	26.09.13	22866	26.7		
8111	1695	26.09.13	22854	14.8		
8112	385	27.09.13	22882	29.8		
8113	2633	27.09.13	22880	25		
8114	2005	27.09.13	22879	14.95		
8115	1187	27.09.13	22877	23.9		
8116	1283	27.09.13	22875	30.9		
8117	2634	30.09.13	22888	10.95		
8118	1878	30.09.13	22881	35.85		
8119	1043	30.09.13	22878	10.95		
8120	33	01.10.13	22893	10		
8121	946	01.10.13	22887	11.95		
8122	2610	01.10.13	22886	10		
8123	2432	02.10.13	22904	14.95		
8124	2635	02.10.13	22896	5		
8125	2636	02.10.13	22891	48		
8126	2637	02.10.13	22889	35.8		
8127	737	02.10.13	22884	4.5		
8128	876	04.10.13	22908	8.5		
8129	2638	04.10.13	22907	11.95		
8130	256	04.10.13	22905	12.95		
8131	2425	04.10.13	22903	15.2		
8132	2639	04.10.13	22902	6		
8133	2640	04.10.13	22900	7.8		
8134	2641	04.10.13	22899	27.75		
8135	949	04.10.13	22894	15.2		
8136	647	04.10.13		104.9		"gekauft"
8137	1635	07.10.13	22901	17.5		
8138	1043	07.10.13	22898	10.95		
8139	2642	07.10.13	22890	43		
8140	2643	08.10.13	22906	47.6		
8141	8	08.10.13	22895	8.4		
8142	8	08.10.13		40		"gekauft"
8143	1326	09.10.13	22914	15.05		
8144	17	09.10.13	22912	34.7		
8145	2644	09.10.13	22011	10		
8146	2645	09.10.13	22910	13.8		
8147	391	09.10.13	22909	23.45		
8148	682	10.10.13	22920	23.9		
8149	516	11.10.13	22926	21.9		
8150	957	11.10.13	22919	19.9		
8151	611	11.10.13	22913	11.95		
8152	1967	11.10.13	22897	10.95		
8153	2646	11.10.13	22892	27.9		
8154	2478	14.10.13	22925	11.5		
8155	2647	14.10.13	22922	44.4		
8156	2468	14.10.13	22918	12.5		
8157	1635	14.10.13	22917	8		
8158	442	14.10.13	22916	5		
8159	611	15.10.13	22938	23.9		
8160	2648	15.10.13	22932	23.9		
8161	382	15.10.13	22931	25.95		
8162	2154	15.10.13	22930	18.9		
8163	723	15.10.13	22929	10.9		
8164	2099	15.10.13	22921	16.9		
8165	2020	15.10.13	22915	6		
8166	2479	16.10.13	22935	22.8		
8167	2649	16.10.13	22928	37		
8168	1980	17.10.13	22945	20		
8169	1283	17.10.13	22943	19.8		
8170	992	17.10.13	22937	20		
8171	516	17.10.13	22936	25.9		
8172	2599	17.10.13	22934	15.95		
8173	2111	18.10.13	22949	11.95		
8174	1328	18.10.13	22948	20.9		
8175	462	18.10.13	22946	47.6		
8176	2650	18.10.13	22942	18.5		
8177	462	18.10.13	22941	82.2		
8178	2651	18.10.13	22940	4		
8179	2587	21.10.13	22964	10		
8180	2186	22.10.13	22954	11.95		
8181	2603	21.10.13	22953	70.3		
8182	707	21.10.13	22939	11.95		
8183	2498	22.10.13	22960	27		
8184	1876	22.10.13	22958	15.3		
8185	2373	22.10.13	22955	23.9		
8186	1572	22.10.13	22951	8.5		
8187	2064	10.01.11	22950	8.6		
8188	2652	23.10.13	22962	11.95		
8189	1486	23.10.13	22957	35.85		
8190	2653	24.10.13	22978	4		
8191	1903	24.10.13	22975	17.5		
8192	2218	24.10.13	22973	19.95		
8193	1708	24.10.13	22971	11.95		
8194	2409	24.10.13	22970	24.85		
8195	2654	24.10.13	22968	17.75		
8196	2617	24.10.13	22965	23.9		
8197	55	24.10.13	22963	15.95		
8198	2281	24.10.13	22961	61.15	"Rock"	
8199	2655	24.10.13	22947	32.75		
8200	1810	29.10.13	22982	21.95		
8201	2117	29.10.13	22972	15.05		
8202	440	29.10.13	22952	85.3	"Rock"	
8203	303	29.10.13	22944	11.95		
8204	1156	30.10.13	22988	7		
8205	88	30.10.13	22979	13.85		
8206	2289	30.10.13	22977	11.95		
8207	1846	01.11.13	22983	6		
8208	1696	04.11.13	22994	15.2		
8209	2563	04.11.13	22990	4.5		
8210	2504	04.11.13	22989	14.5		
8211	699	04.11.13	22987	5		
8212	948	04.11.13	22986	4		
8213	1814	04.11.13	22976	6.5		
8214	38	05.11.13	22996	10		
8215	718	05.11.13	22995	11.95		
8216	2579	05.11.13	22992	9.5		
8217	432	05.11.13	22991	18.9		
8218	1645	05.11.13	22984	50.8		
8219	23	06.11.13	23001	8.9		
8220	2529	06.11.13	22999	15.95		
8221	2518	06.11.13	22998	9.5		
8222	1872	06.11.13	22969	11.8		
8223	2656	06.11.13	22967	66.1	"Rock"	
8224	2078	06.11.13	22966	9		
8225	981	07.11.13	23008	12.5		
8226	391	07.11.13	22993	16.5		
8227	358	07.11.13	22974	23.8		
8228	2657	08.11.13	23010	13.5		
8229	617	08.11.13	23005	16.8		
8230	442	08.11.13	23000	16		
8231	2565	08.11.13	22997	47.8		
8232	2174	11.11.13	23012	11.95		
8233	131	11.11.13	23006	11.95		
8234	2084	12.11.13	23019	11.95		
8235	2319	12.11.13	23013	11.5		
8236	2658	12.11.13	23009	20		
8237	193	12.11.13	23021	25.9		
8238	1440	12.11.13	23018	9.8		
8239	786	12.11.13	23017	16.8		
8240	442	12.11.13	23016	15		
8241	1788	12.11.13	23015	8.5		
8242	2489	12.11.13	23002	14.45		
8243	1137	15.11.13	23027	23.9		
8244	2330	15.11.13	23024	33.7		
8245	2654	15.11.13	23022	2.5		
8246	1854	15.11.13	23004	4		
8247	937	15.11.13	23925	30		
8248	1316	18.11.13	23029	23.9		
8249	34	18.11.13	23011	26.1		
8250	605	21.11.13	23038	16.9		
8251	2057	21.11.13	23037	11.65		
8252	2659	21.11.13	23036	24.95		
8253	1854	21.11.13	23034	7		
8254	759	21.11.13	23033	11.95		
8255	2619	21.11.13	23032	5		
8256	1995	21.11.13	23023	8.5		
8257	2660	21.11.13	23052	14.95		
8258	939	22.11.13	23049	8.5		
8259	1328	22.11.13	23046	23.9		
8260	2661	22.11.13	23044	24.9		
8261	113	22.11.13	23043	9.5		
8262	513	22.11.13	23040	13.95		
8263	2330	22.11.13	23039	7		
8264	702	22.11.13	23031	35.85		
8265	462	22.11.13	23026	16.95		
8266	2621	21.11.13	23041	32.7		
8267	939	26.11.13	23050	11.95		
8268	2662	26.11.13	23042	42.3		
8269	2442	27.11.13	23065	15.2		
8270	107	27.11.13	23064	7		
8271	2565	27.11.13	23056	52.9		
8272	2619	27.11.13	23055	5		
8273	2623	27.11.13	23054	11.95		
8274	982	27.11.13	23047	12.95		
8275	2310	28.11.13	23070	11.95		
8276	2550	28.11.13	23066	10.95		
8277	2066	28.11.13	23063	6.5		
8278	1492	28.11.13	23062	12.9		
8279	1492	28.11.13		72		"gekauft"
8280	2663	28.11.13	23060	44.4		
8281	2395	28.11.13	23035	8.5		
8282	2552	29.11.13	23079	9		
8283	1469	29.11.13	23076	5		
8284	2438	29.11.13	23061	10.9		
8285	2478	29.11.13	23058	10		
8286	703	01.11.13		49.95		"gekauft"
8287	2664	29.11.13		59.95		"gekauft"
8288	2319	02.12.13	23069	5		
8289	379	02.12.13	23071	25.8		
8290	549	03.12.13	23082	26.1		
8291	2231	03.12.13	23081	11.5		
8292	181	03.12.13	23075	11.95		
8293	1245	03.12.13	23074	12.5		
8294	2141	05.12.13	23091	10.95		
8295	173	05.12.13	23090	20		
8296	624	05.12.13	23089	10		
8297	2498	05.12.13	23083	8.5		
8298	2650	05.12.13	23072	18		
8299	1854	05.12.13	23053	17		
8300	1503	05.12.13	23048	26.25		
8301	2243	06.12.13	23106	4.5		
8302	2644	06.12.13	23100	8.5		
8303	2231	06.12.01	23097	11.5		
8304	1336	06.12.13	23086	19.5		
8305	2362	06.12.13	23085	37.9		
8306	2599	06.12.13	23084	14.95		
8307	2111	06.12.13	23067	11.95		
8308	5	10.12.13	23095	9.8		
8309	667	10.12.13	23094	10.95		
8310	168	10.12.13	23073	23.9		
8311	1931	10.12.13	23093	15.95		
8312	2639	10.12.13	23030	4		
8313	947	11.12.13	23102	26.1		
8314	1612	11.12.13	23101	11.95		
8315	35	11.12.13	23077	21.9		
8316	206	11.12.13	23109	20.9		
8317	2283	11.12.13	23105	4.5		
8318	2053	11.12.13	23104	17.95		
8319	299	12.12.13	23116	10.95		
8320	1754	12.12.13	23098	14.85		
8321	1635	13.12.13	23123	11.95		
8322	246	13.12.13	23122	7.8		
8323	2665	13.12.13	23120	7.5		
8324	66	13.12.13	23118	17.9		
8325	667	13.12.13	23114	81.6		
8326	2159	13.12.13	23111	12.8		
8327	1336	13.12.13	23110	15		
8328	2580	13.12.13	23107	14.9		
8329	285	16.12.13	23124	14.9		
8330	2666	16.12.13	23121	55.6		
8331	462	17.12.13	23125	20.5		
8332	794	16.12.13	23117	11.5		
8333	2231	16.12.13	23115	9.5		
8334	2078	17.12.13	23113	11.95		
8335	2667	17.12.13	23112	5		
8336	1490	17.12.13	23108	5		
8337	699	17.12.13	23103	24.1		
8338	1744	17.12.13	23068	19.45		
8339	1302	18.12.13	23128	4.3		
8340	256	18.12.13	23126	33		
8341	2668	19.12.13	23147	15.9		
8342	2467	19.12.13	23146	11.3		
8343	2110	19.12.13	23132	39.95		
8344	208	19.12.13	23129	12.95		
8345	667	19.12.13	23127	23.9		
8346	1302	20.12.13	23145	3.9		
8347	462	20.12.13	23143	4.8		
8348	946	20.12.13	23142	11.95		
8349	2163	20.12.13	23141	7.8		
8350	1985	20.12.13	23140	8.5		
8351	2000	20.12.13	23139	15.4		
8352	1013	20.12.13	23138	11.95		
8353	2658	20.12.13	23137	55.05		
8354	2582	20.12.13	23136	11.35		
8355	570	20.12.13	23135	10.95		
8356	1365	20.12.13	23133	17.95		
8357	2310	20.12.13	23131	13.8		
8358	463	20.12.13	23130	6.5		
8359	1854	23.12.13	23148	4.5		
8360	1399	23.12.13	23144	11.95		
8361	1777	23.12.13	23134	23.5		
8362	804	30.12.13	23156	14.95		
8363	1527	30.12.13	23153	8.6		
8364	882	30.12.13	23152	11.95		
8365	2669	30.12.13	23151	19.95		
8366	2670	30.12.13	23150	5		
8367	727	03.01.14	23155	14.9		
8368	2671	07.01.14	23161	48.7		
8369	143	07.01.14	23160	26.8		
8370	2672	07.01.14	23158	15.1		
8371	1275	09.01.14	23169	14.8		
8372	981	09.01.14	23164	10.95		
8373	2673	30.11.15	25238	9.5		
8374	2674	10.01.14	23180	35.1		
8375	2278	10.01.14	23176	8.5		
8376	2272	10.01.14	23173	21.5		
8377	2306	10.01.14	23168	51		
8378	2218	10.01.14	23167	31.9		
8379	2609	10.01.14	23166	10.5		
8380	2283	10.01.14	23165	9.8		
8381	2675	10.01.14	23154	25.6		
8382	55	13.01.14	23181	19.2		
8383	939	13.01.14	23177	16.8		
8384	2671	13.01.14	23175	11.95		
8385	88	13.01.14	23171	24		
8386	346	13.01.14	23170	48.85		
8387	278	14.01.14	23192	8.5		
8388	2278	14.01.14	23186	7.5		
8389	2099	14.01.14	23183	15		
8390	430	14.01.14	23182	11.95		
8391	3	14.01.14	23179	10.95		
8392	472	14.01.14	23174	18.5		
8393	994	15.01.14	23185	8.6		
8394	2676	15.01.14	23184	7		
8395	2005	15.01.14	23178	11.95		
8396	2677	15.01.14	23163	11.95		
8397	442	16.01.14	23188	4.5		
8398	1381	16.01.14	23187	54.5		
8399	381	17.01.14	23198	32.8		
8400	811	17.01.14	23197	8		
8401	1854	17.01.14	23195	16.8		
8402	2653	17.01.14	23191	5		
8403	299	17.01.14	23189	17.8		
8404	2678	20.01.14	23194	14.95		
8405	2679	20.01.14	23193	14.95		
8406	2680	21.01.14	23202	25.8		
8407	944	21.01.14	23201	18.9		
8408	1997	21.01.14	23172	51.85		
8409	2681	22.01.14	23204	19.95		
8410	1365	22.01.14	23203	43.95		
8411	2219	22.01.14	23200	11.95		
8412	945	22.01.14	23199	11.8		
8413	1452	23.01.14	23205	5.8		
8414	1384	24.01.14	23211	16.95		
8415	2682	24.01.14	23210	11.95		
8416	2528	24.01.14	23208	23.9		
8417	2683	24.01.14	23207	36.85		
8418	2441	24.01.14	23206	12.35		
8419	513	24.01.14	23196	37.9		
8420	2159	27.01.14	23215	11.95		
8421	811	27.01.14	23209	18.5		
8422	2684	28.01.14	23213	24.95		
8423	971	29.01.14	23223	24.9		
8424	2479	29.01.14	23222	25.9		
8425	2515	29.01.14	23220	25.2		
8426	2621	30.01.14	23218	11.8		
8427	513	30.01.14	23221	8.5		
8428	2274	31.01.14	23231	6		
8429	2685	31.01.14	23230	47.8		
8430	288	31.01.14	23229	44.85		
8431	550	31.01.14	23217	43.65		
8432	35	05.03.14	23296	29.9		
8433	2686	05.03.14	23313	31.6		
8434	430	05.03.14	23318	25.3		
8435	2687	05.03.14	23324	30.9		
8436	222	04.03.14	23300	16.95		
8437	2658	04.03.14	23304	10		
8438	2621	04.03.14	23309	30.8		
8439	807	04.03.14	23310	21.9		
8440	2146	04.03.14	23311	35.85		
8441	2375	04.03.14	23321	21.9		
8442	96	03.02.14	23233	11.95		
8443	2158	03.02.14	23227	9.5		
8444	2688	03.02.14	23234	9.8		
8445	462	04.02.14	23232	56.3		
8446	2689	04.02.14	23226	37.5		
8447	289	04.02.14	23214	25		
8448	288	05.02.14	23241	25.9		
8449	2636	05.02.14	23240	10.95		
8450	2690	05.02.14	23239	14.4		
8451	1067	05.02.14	23238	18		
8452	2691	05.02.14	23236	14.3		
8453	1560	06.02.14	23248	19.95		
8454	432	06.02.14	23244	11.95		
8455	2236	06.02.14	23242	40.3		
8456	2361	06.02.14	23190	21.5		
8457	2690	07.02.14	23255	14.4		
8458	2	07.02.14	23254	9.5		
8459	1935	07.02.14	23249	33.9		
8460	380	07.02.14	23247	10.95		
8461	2232	07.02.14	23245	12.9		
8462	2584	07.02.14	23243	26.2		
8463	131	07.02.14	23235	11.95		
8464	2619	07.02.14	23225	12.2		
8465	1630	10.02.14	23252	7.8		
8466	2282	10.02.14	23253	14.5		
8467	289	10.02.14	23251	10		
8468	55	11.02.14	23246	60.8		
8469	2692	12.02.14	23271	10.95		
8470	2256	12.02.14	23268	24.8		
8471	513	12.02.14	23266	21.9		
8472	878	12.02.14	23265	25.9		
8473	2408	12.02.14	23260	21.9		
8474	311	12.02.14	23257	10.8		
8475	2693	13.02.14	23281	8.5		
8476	1767	13.02.14	23274	11.95		
8477	1399	13.02.14	23270	10.95		
8478	2694	13.02.14	23267	51.75		
8479	2592	13.02.14	23262	23.9		
8480	382	13.02.14	23258	25.7		
8481	391	13.02.14	23256	27.3		
8482	2695	14.02.14	23289	10.95		
8483	2696	14.02.14	23282	6.5		
8484	163	14.02.14	23279	15		
8485	2697	14.02.14	23278	34.55		
8486	2601	14.02.14	23277	9.8		
8487	1622	14.02.14	23275	39.2		
8488	2698	14.02.14	23273	17.95		
8489	2699	14.02.14	23269	25.9		
8490	174	14.02.14	23263	10.95		
8491	2319	14.02.14	23259	4.5		
8492	2498	25.02.14	23288	32.95		
8493	2483	25.02.14	23285	11.95		
8494	2700	25.02.14	23283	25.4		
8495	2701	25.02.14	23264	5		
8496	2701	26.02.14	23250	13.95		
8497	2319	26.02.14	23295	6		
8498	50	26.02.14	23291	16.8		
8499	2458	26.02.14	23280	29.45		
8500	2702	27.02.14	23303	13.85		
8501	2703	27.02.14	23302	10.95		
8502	2296	27.02.14	23301	14.85		
8503	600	27.02.14	23292	26.9		
8504	549	27.02.14	23290	11.95		
8505	697	27.02.14	23284	38.85		
8506	2489	28.02.14	23325	18.75		
8507	750	28.02.14	23312	10.95		
8508	737	28.02.14	23308	10.95		
8509	712	03.03.14	23316	21.9		
8510	800	03.03.14	23307	8.7		
8511	380	03.03.14	23294	7.5		
8512	208	05.03.14	23332	11.95		
8513	464	06.03.14	23329	26.9		
8514	1013	06.03.14	23328	17.85		
8515	1280	06.03.14	23320	25.55		
8516	1424	06.03.14	23319	24.8		
8517	253	06.03.14	23287	25.45		
8518	2658	07.03.14	23342	11.95		
8519	2551	07.03.14	23338	20.25		
8520	2704	07.03.14	23335	11.95		
8521	8	07.03.14	23327	23.65		
8522	2358	07.03.14	23317	25.3		
8523	2117	07.03.14	23315	29.9		
8524	209	13.03.14	23351	24.8		
8525	88	13.03.14	23344	14.9		
8526	1403	13.03.14	23340	11.95		
8527	1381	13.03.14	23336	25		
8528	209	13.03.14	23314	74.45	"Hose"	
8529	1640	14.03.14	23358	14.95		
8530	464	14.03.14	23349	10.95		
8531	2146	14.03.14	23341	10.95		
8532	2458	14.03.14	23323	9.8		
8533	2020	17.03.14	23369	2		
8534	99	17.03.14	23363	19.9		
8535	2416	17.03.14	23356	13.5		
8536	2691	17.03.14	23347	14.8		
8537	617	17.03.14	23346	14.8		
8538	2409	17.03.14	23343	27.25		
8539	2573	17.03.14	23337	91.7		
8540	2619	17.03.14	23331	16.5		
8541	846	18.03.14	23348	15.95		
8542	2705	18.03.14	23354	12.95		
8543	1947	18.03.14	23359	8.6		
8544	1187	18.03.14	23360	23.9		
8545	2159	19.03.14	23373	32.85		
8546	463	19.03.14	23370	10.95		
8547	2667	19.03.14	23365	19.3		
8548	38	19.03.14	23361	8.9		
8549	430	19.03.14	23355	11.95		
8550	2307	19.03.14	23353	12.95		
8551	2078	19.03.14	23293	11.35		
8552	2126	20.03.14	23368	18.9		
8553	1906	20.03.14	23364	15.85		
8554	703	20.03.14	23362	16.8		
8555	440	20.03.14	23298	248.6	"Mantel"	
8556	1015	21.03.14	23386	14.9		
8557	2683	21.03.14	23381	11.95		
8558	2158	21.03.14	23375	9.5		
8559	2310	21.03.14	23372	10.95		
8560	2605	24.03.14	23378	10.95		
8561	1469	25.03.14	23345	10		
8562	2656	25.03.14	23384	31.4		
8563	703	25.03.14	23387	14.8		
8564	2704	24.03.14	23366	10.95		
8565	285	26.03.14	23402	7.8		
8566	2706	26.03.14	23391	38		
8567	475	27.03.14	23399	5		
8568	2415	27.03.14	23397	30.2		
8569	611	27.03.14	23395	62.8		
8570	2707	21.03.14	23376	5		
8571	2707	27.03.14	23393	9.5		
8572	288	26.03.14	23392	8.3		
8573	543	27.03.14	23388	28.75		
8574	1485	28.03.14	23424	13		
8575	2164	28.03.14	23423	4.5		
8576	188	28.03.14	23412	5		
8577	2306	28.03.14	23410	10.95		
